,ID,REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,REEF_SYSTEM,REEF_TYPE,REEF_NAME,WATER_DEPTH,ISLAND_NAME,PROTECTED,TOURISM,COUNTRY_CODE,SIZE
6381,5098,Australia,Australia and Papua New Guinea,Australia,,-13.383329999999999,143.7,Great Barrier Reef,,Ellis Reef ( Reef 13059 ),,,Yes,0,,3
6382,5103,Australia,Australia and Papua New Guinea,Australia,,-13.433329999999998,143.7,Great Barrier Reef,,Drake Shoals ( Reef 13065 ),,,Yes,0,,3
6383,5233,Australia,Australia and Papua New Guinea,Australia,,-14.133329999999999,143.7,Great Barrier Reef,,Reef 14010,,,Yes,0,,3
6384,4627,Australia,Australia and Papua New Guinea,Australia,,-10.85833,143.70833000000002,Great Barrier Reef,,Reef 10409A,,,Yes,0,,3
6385,4752,Australia,Australia and Papua New Guinea,Australia,,-11.375,143.70833000000002,Great Barrier Reef,,Reef 11092,,,Yes,0,,3
6386,4761,Australia,Australia and Papua New Guinea,Australia,,-11.46667,143.70833000000002,Great Barrier Reef,,Reef 11104,,,Yes,0,,3
6387,5105,Australia,Australia and Papua New Guinea,Australia,,-13.5,143.70833000000002,Great Barrier Reef,,Claremont Rock Reef ( Reef 13067 ),,,Yes,0,,3
6388,5189,Australia,Australia and Papua New Guinea,Australia,,-13.991670000000001,143.70833000000002,Great Barrier Reef,,Reef 13115,,,Yes,0,,3
6389,4618,Australia,Australia and Papua New Guinea,Australia,,-10.775,143.71667,Great Barrier Reef,,Reef 10396,,,Yes,0,,3
6390,4726,Australia,Australia and Papua New Guinea,Australia,,-11.56667,143.71667,Cape Grenville,Platform,Forty Winks Reef ( Reef 11211 ),,,Yes,0,,3
6391,5076,Australia,Australia and Papua New Guinea,Australia,,-13.1,143.71667,Great Barrier Reef,,Colclough Reef ( Reef 13021 ),,,Yes,0,,3
6392,5085,Australia,Australia and Papua New Guinea,Australia,,-13.233329999999999,143.71667,Great Barrier Reef,,Throne Shoals ( Reef 13036 ),,,Yes,0,,3
6393,5124,Australia,Australia and Papua New Guinea,Australia,,-13.875,143.71667,Great Barrier Reef,,Hannah Island Reef ( Reef 13097 ),,,Yes,0,,3
6394,887,Australia,Australia and Papua New Guinea,Australia,,-13.65833,143.725,Princess Charlotte Bay,Platform,Fife Island Reef ( Reef 13081 ),,,Yes,0,,3
6395,5166,Australia,Australia and Papua New Guinea,Australia,,-13.325,143.725,Great Barrier Reef,,Reef 13052,,,Yes,0,,3
6396,5197,Australia,Australia and Papua New Guinea,Australia,,-13.0,143.725,Great Barrier Reef,,Reef 12142,,,Yes,0,,3
6397,5234,Australia,Australia and Papua New Guinea,Australia,,-14.258329999999999,143.725,Great Barrier Reef,,Reef 14014,,,Yes,0,,3
6398,4615,Australia,Australia and Papua New Guinea,Australia,,-10.73333,143.73333,Great Barrier Reef,,Reef 10393,,,Yes,0,,3
6399,4862,Australia,Australia and Papua New Guinea,Australia,,-11.26667,143.73333,Great Barrier Reef,,Reef 11070,,,Yes,0,,3
6400,5023,Australia,Australia and Papua New Guinea,Australia,,-12.40833,143.73333,Great Barrier Reef,,Reef 12062,,,Yes,0,,3
6401,5028,Australia,Australia and Papua New Guinea,Australia,,-12.44167,143.73333,Great Barrier Reef,,Reef 12068,,,Yes,0,,3
6402,908,Australia,Australia and Papua New Guinea,Australia,,-13.483329999999999,143.73333,Princess Charlotte Bay,Platform,Morris Island Reef ( Reef 13072 ),,,Yes,0,,3
6403,5126,Australia,Australia and Papua New Guinea,Australia,,-13.883329999999999,143.73333,Great Barrier Reef,,Olver Rock Reef ( Reef 13099 ),,,Yes,0,,3
6404,4861,Australia,Australia and Papua New Guinea,Australia,,-11.20833,143.74167,Great Barrier Reef,,Reef 11069,,,Yes,0,,3
6405,4947,Australia,Australia and Papua New Guinea,Australia,,-12.39167,143.74167,Cape Grenville,Platform,Lagoon Reef  ( Reef 12061 ),,,Yes,0,,3
6406,5030,Australia,Australia and Papua New Guinea,Australia,,-12.48333,143.74167,Great Barrier Reef,,Reef 12070,,,Yes,0,,3
6407,5078,Australia,Australia and Papua New Guinea,Australia,,-13.133329999999999,143.74167,Great Barrier Reef,,Dart Shoal ( Reef 13023 ),,,Yes,0,,3
6409,4628,Australia,Australia and Papua New Guinea,Australia,,-10.85,143.75,Great Barrier Reef,,Reef 10409B,,,Yes,0,,3
6410,4629,Australia,Australia and Papua New Guinea,Australia,,-10.89167,143.75,Great Barrier Reef,,Reef 10409C,,,Yes,0,,3
6411,4634,Australia,Australia and Papua New Guinea,Australia,,-10.89167,143.75,Great Barrier Reef,,Reef 10411D,,,Yes,0,,3
6412,4700,Australia,Australia and Papua New Guinea,Australia,,-11.45,143.75,Cooktown-Lizard Island Sector,Platform,McGillivray Reef ( Reef 11100 ),,,Yes,0,,3
6413,5024,Australia,Australia and Papua New Guinea,Australia,,-12.40833,143.75,Great Barrier Reef,,Reef 12063,,,Yes,0,,3
6414,5029,Australia,Australia and Papua New Guinea,Australia,,-12.46667,143.75,Great Barrier Reef,,Reef 12069,,,Yes,0,,3
6415,5031,Australia,Australia and Papua New Guinea,Australia,,-12.48333,143.75,Cape Grenville,Platform,Reef 12071,,,Yes,0,,3
6416,5038,Australia,Australia and Papua New Guinea,Australia,,-12.50833,143.75,Great Barrier Reef,,Reef 12092,,,Yes,0,,3
6417,5050,Australia,Australia and Papua New Guinea,Australia,,-12.83333,143.75,Great Barrier Reef,,Reef 12121,,,Yes,0,,3
6418,5054,Australia,Australia and Papua New Guinea,Australia,,-12.90833,143.75,Great Barrier Reef,,Reef 12130,,,Yes,0,,3
6419,5082,Australia,Australia and Papua New Guinea,Australia,,-13.166670000000002,143.75,Great Barrier Reef,,Jubilee Reef ( Reef 13027 ),,,Yes,0,,3
6420,5099,Australia,Australia and Papua New Guinea,Australia,,-13.416670000000002,143.75,Great Barrier Reef,,Blanchard Reef ( Reef 13060 ),,,Yes,0,,3
6421,5125,Australia,Australia and Papua New Guinea,Australia,,-13.875,143.75,Great Barrier Reef,,Dayman Rock Reef ( Reef 13098 ),,,Yes,0,,3
6422,5135,Australia,Australia and Papua New Guinea,Australia,,-13.941670000000002,143.75,Great Barrier Reef,,Burkitt Island Reef ( Reef 13111 ),,,Yes,0,,3
6423,4698,Australia,Australia and Papua New Guinea,Australia,,-11.4,143.75833,Great Barrier Reef,,Maclennan Cay Reef,,,Yes,0,,3
6424,4699,Australia,Australia and Papua New Guinea,Australia,,-11.41667,143.75833,Great Barrier Reef,,Brierly Reef,,,Yes,0,,3
6425,5039,Australia,Australia and Papua New Guinea,Australia,,-12.55833,143.75833,Great Barrier Reef,,Reef 12095,,,Yes,0,,3
6426,5130,Australia,Australia and Papua New Guinea,Australia,,-13.891670000000001,143.75833,Great Barrier Reef,,Yule Rock Reef ( Reef 13103 ),,,Yes,0,,3
6428,5010,Australia,Australia and Papua New Guinea,Australia,,-12.18333,143.76667,Great Barrier Reef,,Reef 12044,,,Yes,0,,3
6429,5014,Australia,Australia and Papua New Guinea,Australia,,-12.20833,143.76667,Great Barrier Reef,,Reef 12048,,,Yes,0,,3
6430,5040,Australia,Australia and Papua New Guinea,Australia,,-12.56667,143.76667,Cape Grenville,Platform,Reef 12097,,,Yes,0,,3
6431,4606,Australia,Australia and Papua New Guinea,Australia,,-10.675,143.775,Great Barrier Reef,,Reef 10382,,,Yes,0,,3
6432,4965,Australia,Australia and Papua New Guinea,Australia,,-12.51667,143.775,Cape Grenville,Ribbon Reef,Long Sandy Reef ( Reef 12094 ),,,Yes,0,,3
6433,4967,Australia,Australia and Papua New Guinea,Australia,,-12.56667,143.775,Cape Grenville,Platform,Second Small Reef ( Reef 12098 ),,,Yes,0,,3
6434,5011,Australia,Australia and Papua New Guinea,Australia,,-12.16667,143.775,Great Barrier Reef,,Reef 12045,,,Yes,0,,3
6435,5013,Australia,Australia and Papua New Guinea,Australia,,-12.19167,143.775,Great Barrier Reef,,Reef 12047,,,Yes,0,,3
6436,5017,Australia,Australia and Papua New Guinea,Australia,,-12.21667,143.775,Great Barrier Reef,,Reef 12051,,,Yes,0,,3
6437,5021,Australia,Australia and Papua New Guinea,Australia,,-12.36667,143.775,Great Barrier Reef,,Reef 12059,,,Yes,0,,3
6438,5094,Australia,Australia and Papua New Guinea,Australia,,-13.333329999999998,143.775,Princes Charlotte Bay,Patch Reef,Suchen Reef  ( Reef 13055 ),,,Yes,0,,3
6439,5123,Australia,Australia and Papua New Guinea,Australia,,-13.84167,143.775,Great Barrier Reef,,Ballerina Shoal ( Reef 13096 ),,,Yes,0,,3
6440,5132,Australia,Australia and Papua New Guinea,Australia,,-13.90833,143.775,Great Barrier Reef,,Simpson Rock Reef ( Reef 13106 ),,,Yes,0,,3
6441,5229,Australia,Australia and Papua New Guinea,Australia,,-14.225,143.775,Great Barrier Reef,,Cliff Islands Reef,,,Yes,0,,3
6442,5231,Australia,Australia and Papua New Guinea,Australia,,-14.291670000000002,143.775,Great Barrier Reef,,June Reef,,,Yes,0,,3
6443,4622,Australia,Australia and Papua New Guinea,Australia,,-10.79167,143.78333,Great Barrier Reef,,Reef 10401,,,Yes,0,,3
6444,5009,Australia,Australia and Papua New Guinea,Australia,,-12.1,143.78333,Great Barrier Reef,,Reef 12042,,,Yes,0,,3
6445,5012,Australia,Australia and Papua New Guinea,Australia,,-12.18333,143.78333,Great Barrier Reef,,Reef 12046,,,Yes,0,,3
6446,5047,Australia,Australia and Papua New Guinea,Australia,,-12.73333,143.78333,Great Barrier Reef,,Reef 12113,,,Yes,0,,3
6447,5139,Australia,Australia and Papua New Guinea,Australia,,-13.0,143.78333,Great Barrier Reef,,Reef 13001,,,Yes,0,,3
6448,4630,Australia,Australia and Papua New Guinea,Australia,,-10.85833,143.79166999999998,Great Barrier Reef,,Reef 10410,,,Yes,0,,3
6449,4786,Australia,Australia and Papua New Guinea,Australia,,-11.51667,143.79166999999998,Great Barrier Reef,,Reef 11199,,,Yes,0,,3
6450,4940,Australia,Australia and Papua New Guinea,Australia,,-12.125,143.79166999999998,Great Barrier Reef,,Martha Ridgway Reef A,,,Yes,0,,3
6451,4941,Australia,Australia and Papua New Guinea,Australia,,-12.15,143.79166999999998,Great Barrier Reef,,Martha Ridgway Reef B,,,Yes,0,,3
6452,4943,Australia,Australia and Papua New Guinea,Australia,,-12.23333,143.79166999999998,Great Barrier Reef,,Henry Reef,,,Yes,0,,3
6453,5015,Australia,Australia and Papua New Guinea,Australia,,-12.21667,143.79166999999998,Great Barrier Reef,,Reef 12049,,,Yes,0,,3
6454,5049,Australia,Australia and Papua New Guinea,Australia,,-12.78333,143.79166999999998,Great Barrier Reef,,Reef 12116,,,Yes,0,,3
6455,5051,Australia,Australia and Papua New Guinea,Australia,,-12.85833,143.79166999999998,Great Barrier Reef,,Reef 12123,,,Yes,0,,3
6456,5111,Australia,Australia and Papua New Guinea,Australia,,-13.541670000000002,143.79166999999998,Great Barrier Reef,,Ogilvie Reef ( Reef 13076 ),,,Yes,0,,3
6457,5155,Australia,Australia and Papua New Guinea,Australia,,-13.191670000000002,143.79166999999998,Great Barrier Reef,,Reef 13035,,,Yes,0,,3
6458,5230,Australia,Australia and Papua New Guinea,Australia,,-14.225,143.79166999999998,Great Barrier Reef,,Cliff Islands Reef,,,Yes,0,,3
6459,4815,Australia,Australia and Papua New Guinea,Australia,,-11.85833,143.8,Great Barrier Reef,,Reef 11230,,,Yes,0,,3
6460,4817,Australia,Australia and Papua New Guinea,Australia,,-11.88333,143.8,Great Barrier Reef,,Reef 11235,,,Yes,0,,3
6461,4974,Australia,Australia and Papua New Guinea,Australia,,-12.70833,143.8,Great Barrier Reef,,First Small Reef,,,Yes,0,,3
6462,5006,Australia,Australia and Papua New Guinea,Australia,,-12.05833,143.8,Great Barrier Reef,,Reef 12039,,,Yes,0,,3
6463,5007,Australia,Australia and Papua New Guinea,Australia,,-12.08333,143.8,Great Barrier Reef,,Reef 12040,,,Yes,0,,3
6464,5042,Australia,Australia and Papua New Guinea,Australia,,-12.58333,143.8,Great Barrier Reef,,Reef 12101,,,Yes,0,,3
6465,5043,Australia,Australia and Papua New Guinea,Australia,,-12.60833,143.8,Great Barrier Reef,,Reef 12103,,,Yes,0,,3
6466,5044,Australia,Australia and Papua New Guinea,Australia,,-12.68333,143.8,Great Barrier Reef,,Reef 12108,,,Yes,0,,3
6467,5048,Australia,Australia and Papua New Guinea,Australia,,-12.75,143.8,Great Barrier Reef,,Reef 12114,,,Yes,0,,3
6468,5112,Australia,Australia and Papua New Guinea,Australia,,-13.683329999999998,143.8,Great Barrier Reef,,Noddy Reef A ( Reef 13079A ),,,Yes,0,,3
6469,5143,Australia,Australia and Papua New Guinea,Australia,,-13.06667,143.8,Great Barrier Reef,,Reef 13011,,,Yes,0,,3
6470,4785,Australia,Australia and Papua New Guinea,Australia,,-11.51667,143.80833,Great Barrier Reef,,Reef 11198,,,Yes,0,,3
6471,4816,Australia,Australia and Papua New Guinea,Australia,,-11.86667,143.80833,Great Barrier Reef,,Reef 11231,,,Yes,0,,3
6472,4946,Australia,Australia and Papua New Guinea,Australia,,-12.34167,143.80833,Great Barrier Reef,,Ferguson Reef,,,Yes,0,,3
6473,5016,Australia,Australia and Papua New Guinea,Australia,,-12.21667,143.80833,Great Barrier Reef,,Reef 12050,,,Yes,0,,3
6474,5045,Australia,Australia and Papua New Guinea,Australia,,-12.68333,143.80833,Great Barrier Reef,,Reef 12109,,,Yes,0,,3
6475,5046,Australia,Australia and Papua New Guinea,Australia,,-12.69167,143.80833,Great Barrier Reef,,Reef 12110,,,Yes,0,,3
6476,5053,Australia,Australia and Papua New Guinea,Australia,,-12.88333,143.80833,Great Barrier Reef,,Reef 12127,,,Yes,0,,3
6477,5058,Australia,Australia and Papua New Guinea,Australia,,-12.93333,143.80833,Great Barrier Reef,,Reef 12135,,,Yes,0,,3
6478,4623,Australia,Australia and Papua New Guinea,Australia,,-10.81667,143.81667,Great Barrier Reef,,Reef 10404,,,Yes,0,,3
6479,4733,Australia,Australia and Papua New Guinea,Australia,,-11.875,143.81667,Great Barrier Reef,,Five Reefs,,,Yes,0,,3
6480,4818,Australia,Australia and Papua New Guinea,Australia,,-11.9,143.81667,Great Barrier Reef,,Reef 11236,,,Yes,0,,3
6481,4948,Australia,Australia and Papua New Guinea,Australia,,-12.40833,143.81667,Great Barrier Reef,,Northern Small Detached Reef,,,Yes,0,,3
6482,5003,Australia,Australia and Papua New Guinea,Australia,,-12.05,143.81667,Great Barrier Reef,,Reef 12036,,,Yes,0,,3
6483,5057,Australia,Australia and Papua New Guinea,Australia,,-12.925,143.81667,Great Barrier Reef,,Reef 12134,,,Yes,0,,3
6484,5063,Australia,Australia and Papua New Guinea,Australia,,-12.975,143.81667,Great Barrier Reef,,Reef 12141,,,Yes,0,,3
6485,5172,Australia,Australia and Papua New Guinea,Australia,,-13.416670000000002,143.81667,Great Barrier Reef,,Reef 13063,,,Yes,0,,3
6486,5177,Australia,Australia and Papua New Guinea,Australia,,-13.708329999999998,143.81667,Great Barrier Reef,,Reef 13084,,,Yes,0,,3
6487,5186,Australia,Australia and Papua New Guinea,Australia,,-13.96667,143.81667,Great Barrier Reef,,Reef 13109,,,Yes,0,,3
6488,4814,Australia,Australia and Papua New Guinea,Australia,,-11.85,143.825,Cape Grenville,Platform,Reef 11229,,,Yes,0,,3
6489,4942,Australia,Australia and Papua New Guinea,Australia,,-12.23333,143.825,Great Barrier Reef,,William Reef,,,Yes,0,,3
6490,4970,Australia,Australia and Papua New Guinea,Australia,,-12.625,143.825,Great Barrier Reef,,Log Reef No. 1,,,Yes,0,,3
6491,5059,Australia,Australia and Papua New Guinea,Australia,,-12.95833,143.825,Great Barrier Reef,,Reef 12137,,,Yes,0,,3
6492,5220,Australia,Australia and Papua New Guinea,Australia,,-14.016670000000001,143.825,Great Barrier Reef,,Beabey Patches,,,Yes,0,,3
6493,4624,Australia,Australia and Papua New Guinea,Australia,,-10.81667,143.83333000000002,Great Barrier Reef,,Reef 10405,,,Yes,0,,3
6494,4727,Australia,Australia and Papua New Guinea,Australia,,-11.58333,143.83333000000002,Great Barrier Reef,,Jukes Reef,,,Yes,0,,3
6495,4732,Australia,Australia and Papua New Guinea,Australia,,-11.83333,143.83333000000002,Great Barrier Reef,,Four Reef,,,Yes,0,,3
6496,4767,Australia,Australia and Papua New Guinea,Australia,,-11.48333,143.83333000000002,Great Barrier Reef,,Reef 11110,,,Yes,0,,3
6497,4790,Australia,Australia and Papua New Guinea,Australia,,-11.53333,143.83333000000002,Great Barrier Reef,,Reef 11203,,,Yes,0,,3
6498,4795,Australia,Australia and Papua New Guinea,Australia,,-11.55,143.83333000000002,Great Barrier Reef,,Reef 11208A,,,Yes,0,,3
6499,4819,Australia,Australia and Papua New Guinea,Australia,,-11.93333,143.83333000000002,Great Barrier Reef,,Reef 11238,,,Yes,0,,3
6501,4978,Australia,Australia and Papua New Guinea,Australia,,-12.825,143.83333000000002,Great Barrier Reef,,Bligh Reef,,,Yes,0,,3
6502,5000,Australia,Australia and Papua New Guinea,Australia,,-12.04167,143.83333000000002,Great Barrier Reef,,Reef 12033,,,Yes,0,,3
6503,917,Australia,Australia and Papua New Guinea,Australia,,-13.95,143.83333000000002,GBR North,,Stainer,,,Yes,0,,3
6504,5117,Australia,Australia and Papua New Guinea,Australia,,-13.775,143.83333000000002,Great Barrier Reef,,Magpie Reef ( Reef 13087 ),,,Yes,0,,3
6505,4737,Australia,Australia and Papua New Guinea,Australia,,-11.95,143.84167,Great Barrier Reef,,Star Reef,,,Yes,0,,3
6506,4784,Australia,Australia and Papua New Guinea,Australia,,-11.50833,143.84167,Great Barrier Reef,,Reef 11197,,,Yes,0,,3
6507,4788,Australia,Australia and Papua New Guinea,Australia,,-11.53333,143.84167,Great Barrier Reef,,Reef 11201,,,Yes,0,,3
6508,4791,Australia,Australia and Papua New Guinea,Australia,,-11.54167,143.84167,Great Barrier Reef,,Reef 11204,,,Yes,0,,3
6509,4796,Australia,Australia and Papua New Guinea,Australia,,-11.55833,143.84167,Great Barrier Reef,,Reef 11208B,,,Yes,0,,3
6510,4798,Australia,Australia and Papua New Guinea,Australia,,-11.56667,143.84167,Great Barrier Reef,,Reef 11210A,,,Yes,0,,3
6511,4973,Australia,Australia and Papua New Guinea,Australia,,-12.675,143.84167,Great Barrier Reef,,Log Reef No. 2,,,Yes,0,,3
6512,910,Australia,Australia and Papua New Guinea,Australia,,-13.916670000000002,143.84167,Princess Charlotte Bay,Platform,Pelican Island Reef ( Reef 13107 ),,,Yes,0,,3
6513,5136,Australia,Australia and Papua New Guinea,Australia,,-13.96667,143.84167,Great Barrier Reef,,Iris Reef ( Reef 13113 ),,,Yes,0,,3
6514,4789,Australia,Australia and Papua New Guinea,Australia,,-11.525,143.85,Great Barrier Reef,,Reef 11202,,,Yes,0,,3
6515,4799,Australia,Australia and Papua New Guinea,Australia,,-11.56667,143.85,Great Barrier Reef,,Reef 11210B,,,Yes,0,,3
6516,4802,Australia,Australia and Papua New Guinea,Australia,,-11.625,143.85,Great Barrier Reef,,Reef 11215,,,Yes,0,,3
6517,4811,Australia,Australia and Papua New Guinea,Australia,,-11.8,143.85,Great Barrier Reef,,Reef 11226,,,Yes,0,,3
6518,4812,Australia,Australia and Papua New Guinea,Australia,,-11.80833,143.85,Great Barrier Reef,,Reef 11227,,,Yes,0,,3
6519,4944,Australia,Australia and Papua New Guinea,Australia,,-12.24167,143.85,Great Barrier Reef,,Lloyds Reef,,,Yes,0,,3
6520,4968,Australia,Australia and Papua New Guinea,Australia,,-12.575,143.85,Great Barrier Reef,,Southern Small Detached Reef,,,Yes,0,,3
6521,4988,Australia,Australia and Papua New Guinea,Australia,,-12.99167,143.85,Princes Charlotte Bay,Platform,Cat Reef  ( Reef 12143 ),,,Yes,0,,3
6522,5001,Australia,Australia and Papua New Guinea,Australia,,-12.05,143.85,Great Barrier Reef,,Reef 12034,,,Yes,0,,3
6523,5065,Australia,Australia and Papua New Guinea,Australia,,-13.025,143.85,Great Barrier Reef,,Derry Reef ( Reef 13002 ),,,Yes,0,,3
6524,5113,Australia,Australia and Papua New Guinea,Australia,,-13.616670000000001,143.85,Great Barrier Reef,,Noddy Reef B ( Reef 13079B ),,,Yes,0,,3
6525,4797,Australia,Australia and Papua New Guinea,Australia,,-11.55,143.85833,Great Barrier Reef,,Reef 11209,,,Yes,0,,3
6526,4809,Australia,Australia and Papua New Guinea,Australia,,-11.78333,143.85833,Great Barrier Reef,,Reef 11224,,,Yes,0,,3
6527,4810,Australia,Australia and Papua New Guinea,Australia,,-11.78333,143.85833,Great Barrier Reef,,Reef 11225,,,Yes,0,,3
6528,5224,Australia,Australia and Papua New Guinea,Australia,,-14.066670000000002,143.85833,Great Barrier Reef,,Fahey Reef,,,Yes,0,,3
6530,4739,Australia,Australia and Papua New Guinea,Australia,,-11.98333,143.86667,Great Barrier Reef,,Job Reef,,,Yes,0,,3
6531,5019,Australia,Australia and Papua New Guinea,Australia,,-12.25,143.86667,Great Barrier Reef,,Reef 12055B,,,Yes,0,,3
6532,5068,Australia,Australia and Papua New Guinea,Australia,,-13.03333,143.86667,Great Barrier Reef,,Ham Reef  ( Reef 13005 ),,,Yes,0,,3
6533,5071,Australia,Australia and Papua New Guinea,Australia,,-13.05,143.86667,Great Barrier Reef,,Wilsen Shoal ( Reef 13009 ),,,Yes,0,,3
6534,5173,Australia,Australia and Papua New Guinea,Australia,,-13.558329999999998,143.86667,Great Barrier Reef,,Reef 13077,,,Yes,0,,3
6535,4765,Australia,Australia and Papua New Guinea,Australia,,-11.46667,143.875,Great Barrier Reef,,Reef 11108,,,Yes,0,,3
6536,4794,Australia,Australia and Papua New Guinea,Australia,,-11.53333,143.875,Great Barrier Reef,,Reef 11207,,,Yes,0,,3
6537,5018,Australia,Australia and Papua New Guinea,Australia,,-12.24167,143.875,Great Barrier Reef,,Reef 12055A,,,Yes,0,,3
6538,5141,Australia,Australia and Papua New Guinea,Australia,,-13.05833,143.875,Great Barrier Reef,,Reef 13010A,,,Yes,0,,3
6539,5154,Australia,Australia and Papua New Guinea,Australia,,-13.183329999999998,143.875,Great Barrier Reef,,Reef 13033,,,Yes,0,,3
6541,4731,Australia,Australia and Papua New Guinea,Australia,,-11.76667,143.88333,Cape Grenville,Platform,Three Reefs ( Reef 11223 ),,,Yes,0,,3
6542,4808,Australia,Australia and Papua New Guinea,Australia,,-11.725,143.88333,Great Barrier Reef,,Reef 11221,,,Yes,0,,3
6543,4990,Australia,Australia and Papua New Guinea,Australia,,-12.0,143.88333,Great Barrier Reef,,Reef 11242,,,Yes,0,,3
6544,5002,Australia,Australia and Papua New Guinea,Australia,,-12.05833,143.88333,Great Barrier Reef,,Reef 12035,,,Yes,0,,3
6545,5142,Australia,Australia and Papua New Guinea,Australia,,-13.06667,143.88333,Great Barrier Reef,,Reef 13010B,,,Yes,0,,3
6546,4792,Australia,Australia and Papua New Guinea,Australia,,-11.525,143.89167,Great Barrier Reef,,Reef 11205,,,Yes,0,,3
6547,4806,Australia,Australia and Papua New Guinea,Australia,,-11.66667,143.89167,Great Barrier Reef,,Reef 11219,,,Yes,0,,3
6548,4807,Australia,Australia and Papua New Guinea,Australia,,-11.7,143.89167,Great Barrier Reef,,Reef 11220,,,Yes,0,,3
6549,4945,Australia,Australia and Papua New Guinea,Australia,,-12.275,143.89167,Great Barrier Reef,,Mantis Reef,,,Yes,0,,3
6550,4995,Australia,Australia and Papua New Guinea,Australia,,-12.0,143.89167,Great Barrier Reef,,Reef 12028,,,Yes,0,,3
6551,4996,Australia,Australia and Papua New Guinea,Australia,,-12.0,143.89167,Great Barrier Reef,,Reef 12029,,,Yes,0,,3
6552,5073,Australia,Australia and Papua New Guinea,Australia,,-13.075,143.89167,Great Barrier Reef,,Franklin Reef ( Reef 13015 ),,,Yes,0,,3
6553,5131,Australia,Australia and Papua New Guinea,Australia,,-13.9,143.89167,Great Barrier Reef,,Kestrel Reef ( Reef 13104 ),,,Yes,0,,3
6554,4766,Australia,Australia and Papua New Guinea,Australia,,-11.49167,143.9,Great Barrier Reef,,Reef 11109,,,Yes,0,,3
6555,4805,Australia,Australia and Papua New Guinea,Australia,,-11.64167,143.9,Great Barrier Reef,,Reef 11218,,,Yes,0,,3
6556,5004,Australia,Australia and Papua New Guinea,Australia,,-12.05833,143.9,Great Barrier Reef,,Reef 12038A,,,Yes,0,,3
6557,5118,Australia,Australia and Papua New Guinea,Australia,,-13.75,143.9,Great Barrier Reef,,Lytton Reef ( Reef 13088 ),,,Yes,0,,3
6558,5161,Australia,Australia and Papua New Guinea,Australia,,-13.316670000000002,143.9,Great Barrier Reef,,Reef 13049,,,Yes,0,,3
6559,4762,Australia,Australia and Papua New Guinea,Australia,,-11.46667,143.90833,Great Barrier Reef,,Reef 11105,,,Yes,0,,3
6560,4998,Australia,Australia and Papua New Guinea,Australia,,-12.00833,143.90833,Great Barrier Reef,,Reef 12031,,,Yes,0,,3
6561,5114,Australia,Australia and Papua New Guinea,Australia,,-13.6,143.90833,Great Barrier Reef,,Noddy Reef C ( Reef 13079C ),,,Yes,0,,3
6562,5146,Australia,Australia and Papua New Guinea,Australia,,-13.075,143.90833,Great Barrier Reef,,Reef 13016A,,,Yes,0,,3
6564,5005,Australia,Australia and Papua New Guinea,Australia,,-12.06667,143.91666999999998,Great Barrier Reef,,Reef 12038B,,,Yes,0,,3
6565,5147,Australia,Australia and Papua New Guinea,Australia,,-13.075,143.91666999999998,Great Barrier Reef,,Reef 13016B,,,Yes,0,,3
6566,5148,Australia,Australia and Papua New Guinea,Australia,,-13.075,143.91666999999998,Great Barrier Reef,,Reef 13017A,,,Yes,0,,3
6567,5226,Australia,Australia and Papua New Guinea,Australia,,-14.083329999999998,143.91666999999998,Great Barrier Reef,,Eden Reef,,,Yes,0,,3
6568,4763,Australia,Australia and Papua New Guinea,Australia,,-11.48333,143.925,Great Barrier Reef,,Reef 11106,,,Yes,0,,3
6569,5149,Australia,Australia and Papua New Guinea,Australia,,-13.075,143.925,Great Barrier Reef,,Reef 13017B,,,Yes,0,,3
6570,5156,Australia,Australia and Papua New Guinea,Australia,,-13.241670000000001,143.925,Great Barrier Reef,,Reef 13037,,,Yes,0,,3
6571,5225,Australia,Australia and Papua New Guinea,Australia,,-14.066670000000002,143.925,Great Barrier Reef,,Taiwan Shoal,,,Yes,0,,3
6572,4874,Australia,Australia and Papua New Guinea,Australia,,-11.34167,143.93333,Great Barrier Reef,,Reef 11082,,,Yes,0,,3
6573,4877,Australia,Australia and Papua New Guinea,Australia,,-11.35,143.93333,Great Barrier Reef,,Reef 11085,,,Yes,0,,3
6574,5150,Australia,Australia and Papua New Guinea,Australia,,-13.075,143.93333,Great Barrier Reef,,Reef 13017C,,,Yes,0,,3
6575,5222,Australia,Australia and Papua New Guinea,Australia,,-14.05,143.93333,Great Barrier Reef,,Keast Shoal,,,Yes,0,,3
6576,5223,Australia,Australia and Papua New Guinea,Australia,,-14.058329999999998,143.93333,Great Barrier Reef,,Cameron Shoal,,,Yes,0,,3
6577,5227,Australia,Australia and Papua New Guinea,Australia,,-14.133329999999999,143.93333,Great Barrier Reef,,Clark Shoal,,,Yes,0,,3
6578,5228,Australia,Australia and Papua New Guinea,Australia,,-14.183329999999998,143.93333,Great Barrier Reef,,Olive Patch,,,Yes,0,,3
6579,4756,Australia,Australia and Papua New Guinea,Australia,,-11.41667,143.94167,Great Barrier Reef,,Reef 11097,,,Yes,0,,3
6580,4751,Australia,Australia and Papua New Guinea,Australia,,-11.38333,143.94167,Great Barrier Reef,,Reef 11091,,,Yes,0,,3
6581,4753,Australia,Australia and Papua New Guinea,Australia,,-11.39167,143.94167,Great Barrier Reef,,Reef 11094,,,Yes,0,,3
