,ID,REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,REEF_SYSTEM,REEF_TYPE,REEF_NAME,WATER_DEPTH,ISLAND_NAME,PROTECTED,TOURISM,COUNTRY_CODE,SIZE
7389,5830,Australia,Australia and Papua New Guinea,Australia,,-19.2,146.81667,Great Barrier Reef,,Middle Reef,,,Yes,0,,3
7390,5672,Australia,Australia and Papua New Guinea,Australia,,-18.35833,146.83333000000002,Great Barrier Reef,,Trunk Reef,,,Yes,0,,3
7391,5719,Australia,Australia and Papua New Guinea,Australia,,-18.433329999999998,146.83333000000002,Great Barrier Reef,,ARD Trunk Reef ( Reef 18709 ),,,Yes,0,,3
7392,5829,Australia,Australia and Papua New Guinea,Australia,,-19.1,146.83333000000002,Great Barrier Reef,,White Rock Reef,,,Yes,0,,3
7393,5723,Australia,Australia and Papua New Guinea,Australia,,-18.008329999999997,146.84167,Great Barrier Reef,,Reef 18016,,,Yes,0,,3
7394,5833,Australia,Australia and Papua New Guinea,Australia,,-19.191670000000002,146.84167,Great Barrier Reef,,Reef 19010,,,Yes,0,,3
7396,5824,Australia,Australia and Papua New Guinea,Australia,,-19.16667,146.85,Great Barrier Reef,,Magnetic Island Reef B ( Reef 19009B ),,,Yes,0,,3
7397,5828,Australia,Australia and Papua New Guinea,Australia,,-19.1,146.85833,Great Barrier Reef,,Magnetic Island Reef F ( Reef 19009F ),,,Yes,0,,3
7398,5669,Australia,Australia and Papua New Guinea,Australia,,-18.058329999999998,146.86667,Great Barrier Reef,,Barnett Patches ( Reef 18019 ),,,Yes,0,,3
7399,5825,Australia,Australia and Papua New Guinea,Australia,,-19.15833,146.86667,Great Barrier Reef,,Geoffrey Bay Reef,,,Yes,0,,3
7401,5675,Australia,Australia and Papua New Guinea,Australia,,-18.48333,146.88333,Great Barrier Reef,,Rib Reef,,,Yes,0,,3
7402,5820,Australia,Australia and Papua New Guinea,Australia,,-19.10833,146.88333,Great Barrier Reef,,Orchard Rocks Reef,,,Yes,0,,3
7403,5826,Australia,Australia and Papua New Guinea,Australia,,-19.125,146.88333,Great Barrier Reef,,Magnetic Island Reef D ( Reef 19009D ),,,Yes,0,,3
7404,5827,Australia,Australia and Papua New Guinea,Australia,,-19.116670000000003,146.88333,Great Barrier Reef,,Magnetic Island Reef E ( Reef 19009E ),,,Yes,0,,3
7406,5728,Australia,Australia and Papua New Guinea,Australia,,-18.26667,146.90833,Great Barrier Reef,,Reef 18025,,,Yes,0,,3
7407,5717,Australia,Australia and Papua New Guinea,Australia,,-18.116670000000003,146.91666999999998,Great Barrier Reef,,South of Barnett Patches,,,Yes,0,,3
7408,5727,Australia,Australia and Papua New Guinea,Australia,,-18.14167,146.975,Great Barrier Reef,,Reef 18023,,,Yes,0,,3
7409,5674,Australia,Australia and Papua New Guinea,Australia,,-18.441670000000002,146.99167,Townsville Sector,Crescentic,Kelso Reef ( Reef 18030 ),,,Yes,0,,3
7411,1118,Australia,Australia and Papua New Guinea,Australia,,-17.5,147.0,Great Barrier Reef,Barrier,Great Barrier Reef,,Australia,Yes,1,,3
7413,5770,Australia,Australia and Papua New Guinea,Australia,,-18.16667,147.0,Great Barrier Reef,,East of Palm Passage,,,Yes,0,,3
7414,5731,Australia,Australia and Papua New Guinea,Australia,,-18.475,147.0,Great Barrier Reef,,Little Kelso Reef,,,Yes,0,,3
7416,5732,Australia,Australia and Papua New Guinea,Australia,,-18.20833,147.025,Great Barrier Reef,,Pith Reef,,,Yes,0,,3
7418,5836,Australia,Australia and Papua New Guinea,Australia,,-19.2,147.03333,Great Barrier Reef,,Twenty Foot Rock Reef,,,Yes,0,,3
7419,5847,Australia,Australia and Papua New Guinea,Australia,,-19.16667,147.03333,Great Barrier Reef,,Cape Cleveland,,,Yes,0,,3
7421,5774,Australia,Australia and Papua New Guinea,Australia,,-18.6,147.03333,Great Barrier Reef,,ARD John Brewer ( Reef 18715 ),,,Yes,0,,3
7422,5740,Australia,Australia and Papua New Guinea,Australia,,-18.5,147.03333,Great Barrier Reef,,Slashers No.2 Reef,,,Yes,0,,3
7423,5835,Australia,Australia and Papua New Guinea,Australia,,-19.191670000000002,147.05,Great Barrier Reef,,Four Foot Rock Reef,,,Yes,0,,3
7424,5837,Australia,Australia and Papua New Guinea,Australia,,-19.25,147.05833,Great Barrier Reef,,Bray Islet Reef,,,Yes,0,,3
7425,5748,Australia,Australia and Papua New Guinea,Australia,,-18.633329999999997,147.05833,Townsville Sector,Platform,John Brewer Reef ( Reef 18075 ),,,Yes,0,,3
7426,5838,Australia,Australia and Papua New Guinea,Australia,,-19.258329999999997,147.06667,Great Barrier Reef,,Bare Islet Reef ( Reef 19017 ),,,Yes,0,,3
7427,5839,Australia,Australia and Papua New Guinea,Australia,,-19.275,147.06667,Great Barrier Reef,,Bald Islet Reef ( Reef 19018 ),,,Yes,0,,3
7428,5834,Australia,Australia and Papua New Guinea,Australia,,-19.183329999999998,147.06667,Great Barrier Reef,,Salamander Reef,,,Yes,0,,3
7429,5780,Australia,Australia and Papua New Guinea,Australia,,-18.433329999999998,147.06667,Great Barrier Reef,,Reef 18042,,,Yes,0,,3
7430,5734,Australia,Australia and Papua New Guinea,Australia,,-18.35,147.075,Great Barrier Reef,,Urchin Shoal,,,Yes,0,,3
7432,5781,Australia,Australia and Papua New Guinea,Australia,,-18.491670000000003,147.1,Great Barrier Reef,,Reef 18044,,,Yes,0,,3
7433,5750,Australia,Australia and Papua New Guinea,Australia,,-18.7,147.1,Townsville Sector,Platform,Lodestone Reef ( Reef 18078 ),,,Yes,0,,3
7435,5772,Australia,Australia and Papua New Guinea,Australia,,-18.45,147.11667,Great Barrier Reef,,ARD Arab Reef ( Reef 18711 ),,,Yes,0,,3
7439,5738,Australia,Australia and Papua New Guinea,Australia,,-18.41667,147.13333,Great Barrier Reef,,Arab Reef ( Reef 18040 ),,,Yes,0,,3
7440,5742,Australia,Australia and Papua New Guinea,Australia,,-18.525,147.15,Townsville Sector,Patch Reef,Slashers No.1 Reef  ( Reef 18069 ),,,Yes,0,,3
7442,5849,Australia,Australia and Papua New Guinea,Australia,,-19.4,147.16666999999998,Great Barrier Reef,,Bowling Green Bay,,,Yes,0,,3
7443,5733,Australia,Australia and Papua New Guinea,Australia,,-18.34167,147.175,Great Barrier Reef,,Thread Shoal,,,Yes,0,,3
7453,5746,Australia,Australia and Papua New Guinea,Australia,,-18.558329999999998,147.19167,Townsville Sector,Crescentic,Hopkinson Reef ( Reef 18073 ),,,Yes,0,,3
7454,5775,Australia,Australia and Papua New Guinea,Australia,,-18.65,147.2,Great Barrier Reef,,SW of Helix Reef,,,Yes,0,,3
7455,5735,Australia,Australia and Papua New Guinea,Australia,,-18.35833,147.20833000000002,Townsville Sector,Crescentic`,Needle Reef ( Reef 18037 ),,,Yes,0,,3
7457,5745,Australia,Australia and Papua New Guinea,Australia,,-18.54167,147.23333,Great Barrier Reef,,Hopkinson Shoal,,,Yes,0,,3
7458,5736,Australia,Australia and Papua New Guinea,Australia,,-18.375,147.25833,Great Barrier Reef,,Thimble Shoal,,,Yes,0,,3
7459,5751,Australia,Australia and Papua New Guinea,Australia,,-18.75,147.26667,Townsville Sector,Platform,Keeper Reef ( Reef 18079 ),,,Yes,0,,3
7462,5749,Australia,Australia and Papua New Guinea,Australia,,-18.633329999999997,147.3,Townsville Sector,Patch Reef,Helix Reef ( Reef 18076 ),,,Yes,0,,3
7464,1020,Australia,Australia and Papua New Guinea,Papua New Guinea,,-9.58333,147.31667,Papua Barrier Reef,Barrier,Horseshoe Reef,,,Yes,0,,3
7465,5776,Australia,Australia and Papua New Guinea,Australia,,-18.65,147.33333000000002,Great Barrier Reef,,East of Helix Reef,,,Yes,0,,3
7467,5739,Australia,Australia and Papua New Guinea,Australia,,-18.425,147.35833,Townsville Sector,Crescentic,Faraday Reef ( Reef 18041 ),,,Yes,0,,3
7471,5848,Australia,Australia and Papua New Guinea,Australia,,-19.26667,147.4,Great Barrier Reef,,Cape Bowling Green,,,Yes,0,,3
7472,5782,Australia,Australia and Papua New Guinea,Australia,,-18.48333,147.4,Great Barrier Reef,,Reef 18045,,,Yes,0,,3
7473,5744,Australia,Australia and Papua New Guinea,Australia,,-18.53333,147.40833,Townsville Sector,Patch Reef,Glow Reef ( Reef 18071 ),,,Yes,0,,3
7474,3469,Australia,Australia and Papua New Guinea,Australia,,-18.633329999999997,147.41666999999998,Townsville Sector,Platform,Grub Reef ( Reef 18077 ),,,Yes,0,,3
7475,5771,Australia,Australia and Papua New Guinea,Australia,,-18.35,147.41666999999998,Great Barrier Reef,,South of Myrmidon Reef,,,Yes,0,,3
7476,5743,Australia,Australia and Papua New Guinea,Australia,,-18.5,147.44167,Townsville Sector,,Arc Reef ( Reef 18070 ),,,Yes,0,,3
7477,5850,Australia,Australia and Papua New Guinea,Australia,,-19.35,147.45,Great Barrier Reef,,Cape Bowling Green,,,Yes,0,,3
7478,5773,Australia,Australia and Papua New Guinea,Australia,,-18.48333,147.45,Great Barrier Reef,,ARD Arc Reef ( Reef 18712 ),,,Yes,0,,3
7479,5737,Australia,Australia and Papua New Guinea,Australia,,-18.41667,147.45833000000002,Townsville Sector,Crescentic,Dip Reef ( Reef 18039 ),,,Yes,0,,3
7483,5747,Australia,Australia and Papua New Guinea,Australia,,-18.566670000000002,147.49167,Townsville Sector,Patch Reef,Yankee Reef ( Reef 18074 ),,,Yes,0,,3
7486,5768,Australia,Australia and Papua New Guinea,Australia,,-18.65,147.5,Great Barrier Reef,,Hall Reef A ( Reef 18121A ),,,Yes,0,,3
7487,5777,Australia,Australia and Papua New Guinea,Australia,,-18.7,147.5,Great Barrier Reef,,ARD Spoon Reef ( Reef 18718 ),,,Yes,0,,3
7488,5741,Australia,Australia and Papua New Guinea,Australia,,-18.441670000000002,147.51667,Townsville Sector,Patch Reef,Coil Reef ( Reef 18046 ),,,Yes,0,,3
7489,5764,Australia,Australia and Papua New Guinea,Australia,,-18.808329999999998,147.525,Townsville Sector,Platform,Wheeler Reef ( Reef 18095 ),,,Yes,0,,3
7490,5769,Australia,Australia and Papua New Guinea,Australia,,-18.66667,147.53333,Great Barrier Reef,,Hall Reef B ( Reef 18121B ),,,Yes,0,,3
7491,5752,Australia,Australia and Papua New Guinea,Australia,,-18.508329999999997,147.53333,Townsville Sector,Ribbon Reef,Bowl Reef ( Reef 18080 ),,,Yes,0,,3
7492,5761,Australia,Australia and Papua New Guinea,Australia,,-18.725,147.54166999999998,Townsville Sector,Crescentic,Centipede Reef ( Reef 18088 ),,,Yes,0,,3
7493,5753,Australia,Australia and Papua New Guinea,Australia,,-18.58333,147.55833,Townsville Sector,Crescentic,Knife Reef ( Reef 18081 ),,,Yes,0,,3
7494,5754,Australia,Australia and Papua New Guinea,Australia,,-18.616670000000003,147.55833,Great Barrier Reef,,Fork Reef,,,Yes,0,,3
7495,5758,Australia,Australia and Papua New Guinea,Australia,,-18.66667,147.55833,Great Barrier Reef,,Spoon Reef A,,,Yes,0,,3
7496,5759,Australia,Australia and Papua New Guinea,Australia,,-18.675,147.55833,Great Barrier Reef,,Spoon Reef B,,,Yes,0,,3
7497,5756,Australia,Australia and Papua New Guinea,Australia,,-18.64167,147.58333000000002,Great Barrier Reef,,Cup Reef B ( Reef 18084B ),,,Yes,0,,3
7498,5757,Australia,Australia and Papua New Guinea,Australia,,-18.65833,147.6,Great Barrier Reef,,Saucer Reef,,,Yes,0,,3
7499,5755,Australia,Australia and Papua New Guinea,Australia,,-18.60833,147.60833,Great Barrier Reef,,Cup Reef A ( Reef 18084A ),,,Yes,0,,3
7500,1122,Australia,Australia and Papua New Guinea,Australia,,-19.3,147.61667,Great Barrier Reef,,Yongala,,,Yes,0,,3
7501,5853,Australia,Australia and Papua New Guinea,Australia,,-19.3,147.61667,Great Barrier Reef,,8NM Yongala ( Reef 19727 ),,,Yes,0,,3
7502,5841,Australia,Australia and Papua New Guinea,Australia,,-19.14167,147.63333,Great Barrier Reef,,Morinda Shoal,,,Yes,0,,3
7503,667,Australia,Australia and Papua New Guinea,Australia,,-18.825,147.64167,Townsville Sector,Platform,Davies Reef ( Reef 18096 ),40.0,,Yes,0,,3
7504,5779,Australia,Australia and Papua New Guinea,Australia,,-18.85,147.66666999999998,Great Barrier Reef,,ARD Davies Reef ( Reef 18720 ),,,Yes,0,,3
7505,5766,Australia,Australia and Papua New Guinea,Australia,,-18.875,147.69167,Great Barrier Reef,,Big Broadhurst Reef B ( Reef 18100B ),,,Yes,0,,3
7506,5767,Australia,Australia and Papua New Guinea,Australia,,-18.96667,147.7,Great Barrier Reef,,Little Broadhurst Reef,,,Yes,0,,3
7507,5760,Australia,Australia and Papua New Guinea,Australia,,-18.65833,147.70833000000002,Townsville Sector,Crescentic,Chicken Reef ( Reef 18086 ),,,Yes,0,,3
7508,5763,Australia,Australia and Papua New Guinea,Australia,,-18.775,147.70833000000002,Great Barrier Reef,,Lynch's Reef,,,Yes,0,,3
7509,5765,Australia,Australia and Papua New Guinea,Australia,,-18.91667,147.74167,Great Barrier Reef,,Big Broadhurst Reef A ( Reef 18100A ),,,Yes,0,,3
7510,5845,Australia,Australia and Papua New Guinea,Australia,,-19.70833,147.75,Great Barrier Reef,,White Topped Rock Reef,,,Yes,0,,3
7511,5854,Australia,Australia and Papua New Guinea,Australia,,-19.725,147.75833,Great Barrier Reef,,Reef 19101,,,Yes,0,,3
7512,5852,Australia,Australia and Papua New Guinea,Australia,,-19.7,147.78333,Great Barrier Reef,,Cape Upstart,,,Yes,0,,3
7513,5778,Australia,Australia and Papua New Guinea,Australia,,-18.66667,147.78333,Great Barrier Reef,,East of Lynch's Reef,,,Yes,0,,3
7515,5785,Australia,Australia and Papua New Guinea,Australia,,-18.73333,147.84167,Great Barrier Reef,,Reef 18090,,,Yes,0,,3
7516,5783,Australia,Australia and Papua New Guinea,Australia,,-18.58333,147.85,Great Barrier Reef,,Reef 18082,,,Yes,0,,3
7517,5784,Australia,Australia and Papua New Guinea,Australia,,-18.691670000000002,147.85833,Great Barrier Reef,,Reef 18087,,,Yes,0,,3
7518,5842,Australia,Australia and Papua New Guinea,Australia,,-19.366670000000003,147.86667,Great Barrier Reef,,Tink Shoal,,,Yes,0,,3
7519,5788,Australia,Australia and Papua New Guinea,Australia,,-18.78333,147.86667,Great Barrier Reef,,Reef 18094,,,Yes,0,,3
7520,5795,Australia,Australia and Papua New Guinea,Australia,,-18.90833,147.86667,Great Barrier Reef,,Reef 18104,,,Yes,0,,3
7521,5844,Australia,Australia and Papua New Guinea,Australia,,-19.45,147.88333,Great Barrier Reef,,Pakhoi Bank,,,Yes,0,,3
7522,5791,Australia,Australia and Papua New Guinea,Australia,,-18.85833,147.89167,Great Barrier Reef,,Reef 18099,,,Yes,0,,3
7523,5794,Australia,Australia and Papua New Guinea,Australia,,-18.90833,147.89167,Great Barrier Reef,,Reef 18103,,,Yes,0,,3
7524,5762,Australia,Australia and Papua New Guinea,Australia,,-18.725,147.89167,Great Barrier Reef,,Anzac Reef ( Reef 18089 ),,,Yes,0,,3
7525,5846,Australia,Australia and Papua New Guinea,Australia,,-19.85833,147.89167,Great Barrier Reef,,Camp Islet Reef,,,Yes,0,,3
7526,5796,Australia,Australia and Papua New Guinea,Australia,,-18.925,147.9,Great Barrier Reef,,Reef 18105A,,,Yes,0,,3
7528,5793,Australia,Australia and Papua New Guinea,Australia,,-18.9,147.90833,Great Barrier Reef,,Reef 18102,,,Yes,0,,3
7529,5851,Australia,Australia and Papua New Guinea,Australia,,-19.383329999999997,147.91666999999998,Great Barrier Reef,,ARD Wilson Shoals ( Reef 19706 ),,,Yes,0,,3
7530,5797,Australia,Australia and Papua New Guinea,Australia,,-18.941670000000002,147.91666999999998,Great Barrier Reef,,Reef 18105B,,,Yes,0,,3
7531,5840,Australia,Australia and Papua New Guinea,Australia,,-19.03333,147.93333,Great Barrier Reef,Barrier (Crescentic),Bowden Reef,,,Yes,0,,3
7532,5787,Australia,Australia and Papua New Guinea,Australia,,-18.775,147.93333,Great Barrier Reef,,Reef 18093,,,Yes,0,,3
7533,5786,Australia,Australia and Papua New Guinea,Australia,,-18.75,147.94167,Great Barrier Reef,,Reef 18092,,,Yes,0,,3
7534,5843,Australia,Australia and Papua New Guinea,Australia,,-19.366670000000003,147.95,Great Barrier Reef,,Wilson Shoal,,,Yes,0,,3
7535,5792,Australia,Australia and Papua New Guinea,Australia,,-18.90833,147.95833000000002,Great Barrier Reef,,Reef 18101,,,Yes,0,,3
7536,5790,Australia,Australia and Papua New Guinea,Australia,,-18.825,147.975,Great Barrier Reef,,Reef 18098,,,Yes,0,,3
7537,5789,Australia,Australia and Papua New Guinea,Australia,,-18.8,147.98333,Great Barrier Reef,,Reef 18097,,,Yes,0,,3
7538,5804,Australia,Australia and Papua New Guinea,Australia,,-18.816670000000002,148.03333,Great Barrier Reef,,Reef 18107,,,Yes,0,,3
7539,5806,Australia,Australia and Papua New Guinea,Australia,,-18.84167,148.05833,Great Barrier Reef,,Reef 18109,,,Yes,0,,3
7540,5861,Australia,Australia and Papua New Guinea,Australia,,-19.075,148.075,Great Barrier Reef,Barrier (Crecentic),Mid Reef,,,Yes,0,,3
7541,5798,Australia,Australia and Papua New Guinea,Australia,,-18.85833,148.075,Great Barrier Reef,,Eagle Reef ( Reef 18111 ),,,Yes,0,,3
7542,5855,Australia,Australia and Papua New Guinea,Australia,,-19.0,148.08333000000002,Great Barrier Reef,,Eagle Reef  ( Reef 18721 ),,,Yes,0,,3
7543,5872,Australia,Australia and Papua New Guinea,Australia,,-19.3,148.08333000000002,Great Barrier Reef,Barrier (Crescentic),Stanley Reef,,,Yes,0,,3
7544,5916,Australia,Australia and Papua New Guinea,Australia,,-19.20833,148.08333000000002,Great Barrier Reef,,Reef 19042,,,Yes,0,,3
7545,5801,Australia,Australia and Papua New Guinea,Australia,,-18.95,148.08333000000002,Great Barrier Reef,Barrier (Crescentic),Shrimp Reef,,,Yes,0,,3
7546,5875,Australia,Australia and Papua New Guinea,Australia,,-19.39167,148.09167,Great Barrier Reef,Barrier (lagoonal),Old Reef,,,Yes,0,,3
7547,5857,Australia,Australia and Papua New Guinea,Australia,,-19.01667,148.11667,Great Barrier Reef,Barrier (Crescentic),Prawn Reef,,,Yes,0,,3
7548,5805,Australia,Australia and Papua New Guinea,Australia,,-18.84167,148.11667,Great Barrier Reef,,Reef 18108,,,Yes,0,,3
7549,5799,Australia,Australia and Papua New Guinea,Australia,,-18.866670000000003,148.14167,Great Barrier Reef,Barrier (Crescentic),Viper Reef,,,Yes,0,,3
7550,5915,Australia,Australia and Papua New Guinea,Australia,,-19.191670000000002,148.15833,Great Barrier Reef,,Reef 19041,,,Yes,0,,3
7551,5807,Australia,Australia and Papua New Guinea,Australia,,-18.85,148.15833,Great Barrier Reef,,Reef 18110,,,Yes,0,,3
7552,5870,Australia,Australia and Papua New Guinea,Australia,,-19.225,148.16666999999998,Great Barrier Reef,Barrier (Lagoonal),Darley Reef,,,Yes,0,,3
7553,5900,Australia,Australia and Papua New Guinea,Australia,,-19.15,148.16666999999998,Great Barrier Reef,,North of Darley Reef,,,Yes,0,,3
7554,5914,Australia,Australia and Papua New Guinea,Australia,,-19.133329999999997,148.175,Great Barrier Reef,,Reef 19040,,,Yes,0,,3
7555,5860,Australia,Australia and Papua New Guinea,Australia,,-19.066670000000002,148.18333,Great Barrier Reef,Barrier (Crescentic),Shell Reef,,,Yes,0,,3
7556,5913,Australia,Australia and Papua New Guinea,Australia,,-19.125,148.18333,Great Barrier Reef,,Reef 19039,,,Yes,0,,3
7557,5808,Australia,Australia and Papua New Guinea,Australia,,-18.89167,148.19167,Great Barrier Reef,,Reef 18113,,,Yes,0,,3
7558,5907,Australia,Australia and Papua New Guinea,Australia,,-19.08333,148.2,Great Barrier Reef,,Reef 19030,,,Yes,0,,3
7559,5862,Australia,Australia and Papua New Guinea,Australia,,-19.08333,148.225,Great Barrier Reef,,Croton Reef,,,Yes,0,,3
7560,5809,Australia,Australia and Papua New Guinea,Australia,,-18.9,148.23333,Great Barrier Reef,,Reef 18114,,,Yes,0,,3
7561,5908,Australia,Australia and Papua New Guinea,Australia,,-19.1,148.24167,Great Barrier Reef,,Reef 19032,,,Yes,0,,3
7562,5800,Australia,Australia and Papua New Guinea,Australia,,-18.925,148.25833,Great Barrier Reef,Barrier (crescentric),Jupiter Reef,,,Yes,0,,3
7563,5893,Australia,Australia and Papua New Guinea,Australia,,-19.96667,148.26667,Great Barrier Reef,,North Rock Reef,,,Yes,0,,3
7564,5909,Australia,Australia and Papua New Guinea,Australia,,-19.1,148.26667,Great Barrier Reef,,Reef 19033,,,Yes,0,,3
7565,6216,Australia,Australia and Papua New Guinea,Australia,,-20.008329999999997,148.26667,Great Barrier Reef,,Reef 20001,,,Yes,0,,3
7566,6217,Australia,Australia and Papua New Guinea,Australia,,-20.066670000000002,148.275,Great Barrier Reef,,Reef 20005,,,Yes,0,,3
7567,6100,Australia,Australia and Papua New Guinea,Australia,,-20.025,148.275,Great Barrier Reef,,North Head Reef,,,Yes,0,,3
7568,5856,Australia,Australia and Papua New Guinea,Australia,,-19.01667,148.28333,Great Barrier Reef,,ARD Castor Reef ( Reef 18723 ),,,Yes,0,,3
7569,5863,Australia,Australia and Papua New Guinea,Australia,,-19.1,148.28333,Great Barrier Reef,,Tobias Reef,,,Yes,0,,3
7570,6102,Australia,Australia and Papua New Guinea,Australia,,-20.03333,148.28333,Great Barrier Reef,,Stone Island Reef,,,Yes,0,,3
7571,5811,Australia,Australia and Papua New Guinea,Australia,,-18.941670000000002,148.29166999999998,Great Barrier Reef,,Reef 18117,,,Yes,0,,3
7572,5864,Australia,Australia and Papua New Guinea,Australia,,-19.20833,148.3,Great Barrier Reef,,Dingo Reef A ( Reef 19038A ),,,Yes,0,,3
7573,5912,Australia,Australia and Papua New Guinea,Australia,,-19.10833,148.3,Great Barrier Reef,,Reef 19037,,,Yes,0,,3
7574,6106,Australia,Australia and Papua New Guinea,Australia,,-20.075,148.3,Great Barrier Reef,,Winter Shoal,,,Yes,0,,3
7575,6107,Australia,Australia and Papua New Guinea,Australia,,-20.08333,148.3,Great Barrier Reef,,Thomas Island Reef,,,Yes,0,,3
7576,5859,Australia,Australia and Papua New Guinea,Australia,,-19.05,148.30833,Great Barrier Reef,Barrier (Patch),Pollux Reef,,,Yes,0,,3
7577,6109,Australia,Australia and Papua New Guinea,Australia,,-20.10833,148.30833,Great Barrier Reef,,Poole Island Reef,,,Yes,0,,3
7578,5866,Australia,Australia and Papua New Guinea,Australia,,-19.15,148.31667,Great Barrier Reef,,Dingo Reef C ( Reef 19038C ),,,Yes,0,,3
7579,5911,Australia,Australia and Papua New Guinea,Australia,,-19.1,148.31667,Great Barrier Reef,,Reef 19036,,,Yes,0,,3
7580,5858,Australia,Australia and Papua New Guinea,Australia,,-19.025,148.325,Great Barrier Reef,Barrier (patch),Castor Reef,,,Yes,0,,3
7581,5874,Australia,Australia and Papua New Guinea,Australia,,-19.366670000000003,148.33333000000002,Great Barrier Reef,Barrier (crescentic),Charity Reef,,,Yes,0,,3
7582,6105,Australia,Australia and Papua New Guinea,Australia,,-20.075,148.33333000000002,Great Barrier Reef,,Chyebassa Shoal,,,Yes,0,,3
7583,5867,Australia,Australia and Papua New Guinea,Australia,,-19.10833,148.34167,Great Barrier Reef,,Dingo Reef D ( Reef 19038D ),,,Yes,0,,3
7584,5810,Australia,Australia and Papua New Guinea,Australia,,-18.933329999999998,148.34167,Great Barrier Reef,,Reef 18116,,,Yes,0,,3
7585,5871,Australia,Australia and Papua New Guinea,Australia,,-19.28333,148.35,Great Barrier Reef,Barrier (Crescentic),Faith Reef,,,Yes,0,,3
7586,5891,Australia,Australia and Papua New Guinea,Australia,,-19.71667,148.35833,Great Barrier Reef,,Holbourne Island Reef,,,Yes,0,,3
7587,5894,Australia,Australia and Papua New Guinea,Australia,,-19.98333,148.35833,Great Barrier Reef,,Middle Island Reef,,,Yes,0,,3
7588,5865,Australia,Australia and Papua New Guinea,Australia,,-19.183329999999998,148.36667,Great Barrier Reef,,Dingo Reef B ( Reef 19038B ),,,Yes,0,,3
7589,5892,Australia,Australia and Papua New Guinea,Australia,,-19.76667,148.36667,Great Barrier Reef,,Nares Rock Reef,,,Yes,0,,3
7590,6200,Australia,Australia and Papua New Guinea,Australia,,-20.1,148.36667,Great Barrier Reef,,Edgecombe Reef,,,Yes,0,,3
7591,5802,Australia,Australia and Papua New Guinea,Australia,,-18.95833,148.375,Great Barrier Reef,,Lion Reef,,,Yes,0,,3
7593,5868,Australia,Australia and Papua New Guinea,Australia,,-19.116670000000003,148.38333,Great Barrier Reef,,Dingo Reef E ( Reef 19038D ),,,Yes,0,,3
7595,5902,Australia,Australia and Papua New Guinea,Australia,,-19.25,148.41666999999998,Great Barrier Reef,,South of Dingo Reef,,,Yes,0,,3
7596,5803,Australia,Australia and Papua New Guinea,Australia,,-18.98333,148.425,Great Barrier Reef,Barrier (Crescentic),Jaguar Reef,,,Yes,0,,3
7597,5873,Australia,Australia and Papua New Guinea,Australia,,-19.325,148.43333,Great Barrier Reef,Barrier (Crescentic),Hope Reef,,,Yes,0,,3
7598,6104,Australia,Australia and Papua New Guinea,Australia,,-20.058329999999998,148.44167,Great Barrier Reef,,Passage Islet Reef,,,Yes,0,,3
7599,5906,Australia,Australia and Papua New Guinea,Australia,,-19.04167,148.45,Great Barrier Reef,,Reef 19026,,,Yes,0,,3
7600,5910,Australia,Australia and Papua New Guinea,Australia,,-19.09167,148.45833000000002,Great Barrier Reef,,Reef 19035,,,Yes,0,,3
7601,5869,Australia,Australia and Papua New Guinea,Australia,,-19.125,148.46667,Great Barrier Reef,,Dingo Reef F ( Reef 19038F ),,,Yes,0,,3
7602,6101,Australia,Australia and Papua New Guinea,Australia,,-20.058329999999998,148.46667,Great Barrier Reef,,Gloucester Island Reef,,,Yes,0,,3
7603,6108,Australia,Australia and Papua New Guinea,Australia,,-20.08333,148.49167,Great Barrier Reef,,Black Current Island Reef,,,Yes,0,,3
7605,6220,Australia,Australia and Papua New Guinea,Australia,,-20.09167,148.525,Great Barrier Reef,,Reef 20016B,,,Yes,0,,3
7606,6111,Australia,Australia and Papua New Guinea,Australia,,-20.066670000000002,148.53333,Great Barrier Reef,,Saddleback Island Reef,,,Yes,0,,3
7607,6219,Australia,Australia and Papua New Guinea,Australia,,-20.09167,148.53333,Great Barrier Reef,,Reef 20016A,,,Yes,0,,3
7608,5878,Australia,Australia and Papua New Guinea,Australia,,-19.191670000000002,148.54166999999998,Great Barrier Reef,,Tiger Reef,,,Yes,0,,3
7609,5881,Australia,Australia and Papua New Guinea,Australia,,-19.258329999999997,148.55,Great Barrier Reef,,Kangaroo Reef B,,,Yes,0,,3
7610,5899,Australia,Australia and Papua New Guinea,Australia,,-19.991670000000003,148.55833,Great Barrier Reef,,Rattray Island Reef,,,Yes,0,,3
7611,6222,Australia,Australia and Papua New Guinea,Australia,,-20.116670000000003,148.55833,Great Barrier Reef,,Reef 20025A,,,Yes,0,,3
7612,5876,Australia,Australia and Papua New Guinea,Australia,,-19.03333,148.56667,Great Barrier Reef,,Lynx Reef,,,Yes,0,,3
7614,6116,Australia,Australia and Papua New Guinea,Australia,,-20.10833,148.575,Great Barrier Reef,,Olden Island Reef,,,Yes,0,,3
7615,6202,Australia,Australia and Papua New Guinea,Australia,,-20.16667,148.575,Great Barrier Reef,,Earlando Bay,,,Yes,0,,3
7616,6223,Australia,Australia and Papua New Guinea,Australia,,-20.133329999999997,148.575,Great Barrier Reef,,Reef 20025B,,,Yes,0,,3
7617,5901,Australia,Australia and Papua New Guinea,Australia,,-19.1,148.58333000000002,Great Barrier Reef,,North of Tiger Reef,,,Yes,0,,3
