,lat,lon,popdens
1800,36.625,3.875,330.89
1801,36.625,4.125,382.54
1802,36.625,4.375,382.54
1803,36.625,4.625,368.92
1804,36.625,4.875,286.22
1805,36.625,5.125,286.22
1806,36.625,5.375,286.22
1807,36.625,7.625,475.52
1808,36.625,9.875,493.08
1809,36.625,10.125,683.35
1810,36.625,10.375,442.25
1811,36.625,52.375,330.89
1812,36.625,52.625,849.44
1813,36.625,52.875,790.02
1814,36.625,67.125,355.78
1815,36.625,68.375,296.78
1816,36.625,68.625,296.78
1817,36.625,68.875,355.78
1818,36.625,101.875,1463.37
1819,36.625,111.625,286.22
1820,36.625,111.875,396.67
1821,36.625,113.625,276.02
1822,36.625,113.875,319.11
1823,36.625,114.125,3756.67
1824,36.625,114.375,635.55
1825,36.625,114.625,591.09
1826,36.625,114.875,570.04
1827,36.625,115.125,635.55
1828,36.625,115.375,570.04
1829,36.625,115.625,570.04
1830,36.625,115.875,819.19
1831,36.625,116.125,458.58
1832,36.625,116.375,458.58
1833,36.625,116.625,396.67
1834,36.625,116.875,1517.41
1835,36.625,117.125,1754.26
1836,36.625,117.375,683.35
1837,36.625,117.625,591.09
1838,36.625,117.875,982.03
1839,36.625,118.125,734.75
1840,36.625,118.375,591.09
1841,36.625,118.625,426.5
1842,36.625,118.875,570.04
1843,36.625,119.125,819.19
1844,36.625,119.375,511.28
1845,36.625,119.625,511.28
1846,36.625,119.875,411.31
1847,36.625,120.125,475.52
1848,36.625,120.375,570.04
1849,36.625,120.625,570.04
1850,36.625,127.125,591.09
1851,36.625,127.375,426.5
1852,36.625,127.625,426.5
1853,36.625,136.625,1177.24
1854,36.625,137.125,530.16
1855,36.625,138.125,880.81
1856,36.625,138.375,256.71
1857,36.625,139.875,1265.79
1858,36.625,140.625,947.06
1859,36.375,-119.625,982.03
1860,36.375,-119.375,475.52
1861,36.375,-94.125,683.35
1862,36.375,-82.375,442.25
1863,36.375,-6.125,276.02
1864,36.375,2.625,355.78
1865,36.375,2.875,319.11
1866,36.375,4.625,286.22
1867,36.375,5.375,256.71
1868,36.375,6.625,411.31
1869,36.375,6.875,411.31
1870,36.375,52.625,286.22
1871,36.375,103.125,1018.3
1872,36.375,111.375,612.92
1873,36.375,111.625,493.08
1874,36.375,111.875,442.25
1875,36.375,113.125,1754.26
1876,36.375,113.375,256.71
1877,36.375,113.875,493.08
1878,36.375,114.125,549.74
1879,36.375,114.375,549.74
1880,36.375,114.625,913.33
1881,36.375,114.875,982.03
1882,36.375,115.125,734.75
1883,36.375,115.375,734.75
1884,36.375,115.625,683.35
1885,36.375,115.875,734.75
1886,36.375,116.125,530.16
1887,36.375,116.375,426.5
1888,36.375,116.625,734.75
1889,36.375,116.875,659.02
1890,36.375,117.125,761.89
1891,36.375,117.375,761.89
1892,36.375,117.625,612.92
1893,36.375,117.875,612.92
1894,36.375,118.125,330.89
1895,36.375,118.375,426.5
1896,36.375,118.625,426.5
1897,36.375,118.875,530.16
1898,36.375,119.125,530.16
1899,36.375,119.375,530.16
1900,36.375,119.625,511.28
1901,36.375,119.875,612.92
1902,36.375,120.125,1631.54
1903,36.375,120.375,1691.79
1904,36.375,120.625,1691.79
1905,36.375,127.375,1463.37
1906,36.375,136.375,442.25
1907,36.375,138.125,475.52
1908,36.375,138.375,286.22
1909,36.375,138.875,458.58
1910,36.375,139.125,1886.21
1911,36.375,139.375,1312.53
1912,36.375,139.625,442.25
1913,36.375,139.875,880.81
1914,36.375,140.375,382.54
1915,36.125,-120.375,411.31
1916,36.125,-115.125,2810.73
1917,36.125,-95.875,1265.79
1918,36.125,-94.125,683.35
1919,36.125,-86.875,1135.32
1920,36.125,-86.625,570.04
1921,36.125,-80.375,355.78
1922,36.125,-79.875,475.52
1923,36.125,6.625,411.31
1924,36.125,51.125,1055.9
1925,36.125,51.375,1055.9
1926,36.125,52.625,286.22
1927,36.125,103.625,1018.3
1928,36.125,103.875,1018.3
1929,36.125,111.375,591.09
1930,36.125,111.625,612.92
1931,36.125,112.625,256.71
1932,36.125,112.875,256.71
1933,36.125,113.125,426.5
1934,36.125,113.375,256.71
1935,36.125,113.875,493.08
1936,36.125,114.125,1411.26
1937,36.125,114.375,1819.04
1938,36.125,114.625,790.02
1939,36.125,114.875,570.04
1940,36.125,115.125,790.02
1941,36.125,115.375,790.02
1942,36.125,115.625,708.59
1943,36.125,115.875,734.75
1944,36.125,116.125,612.92
1945,36.125,116.375,612.92
1946,36.125,116.625,708.59
1947,36.125,116.875,734.75
1948,36.125,117.125,761.89
1949,36.125,117.375,761.89
1950,36.125,117.625,635.55
1951,36.125,117.875,368.92
1952,36.125,118.125,330.89
1953,36.125,118.375,330.89
1954,36.125,118.625,426.5
1955,36.125,118.875,426.5
1956,36.125,119.125,475.52
1957,36.125,119.375,475.52
1958,36.125,119.625,530.16
1959,36.125,119.875,530.16
1960,36.125,120.375,1691.79
1961,36.125,120.625,1691.79
1962,36.125,127.125,276.02
1963,36.125,128.375,635.55
1964,36.125,129.125,458.58
1965,36.125,129.375,458.58
1966,36.125,136.125,708.59
1967,36.125,136.375,307.74
1968,36.125,137.375,343.11
1969,36.125,139.125,355.78
1970,36.125,139.375,1517.41
1971,36.125,139.625,819.19
1972,36.125,139.875,530.16
1973,36.125,140.125,382.54
1974,36.125,140.375,493.08
1975,35.875,-86.875,411.31
1976,35.875,-86.375,819.19
1977,35.875,-84.125,307.74
1978,35.875,-78.625,1220.71
1979,35.875,-5.375,355.78
1980,35.875,-0.375,635.55
1981,35.875,35.875,493.08
1982,35.875,36.125,286.22
1983,35.875,50.875,1018.3
1984,35.875,51.125,10000.0
1985,35.875,51.375,2521.01
1986,35.875,102.875,256.71
1987,35.875,103.125,266.19
1988,35.875,107.625,330.89
1989,35.875,111.125,570.04
1990,35.875,111.375,475.52
1991,35.875,111.625,330.89
1992,35.875,111.875,330.89
1993,35.875,112.875,530.16
1994,35.875,113.625,458.58
1995,35.875,113.875,493.08
1996,35.875,114.125,396.67
1997,35.875,114.375,612.92
1998,35.875,114.625,612.92
1999,35.875,114.875,570.04
2000,35.875,115.125,1312.53
2001,35.875,115.375,849.44
2002,35.875,115.625,849.44
2003,35.875,115.875,635.55
2004,35.875,116.125,880.81
2005,35.875,116.375,819.19
2006,35.875,116.625,659.02
2007,35.875,116.875,659.02
2008,35.875,117.125,570.04
2009,35.875,117.375,549.74
2010,35.875,117.625,659.02
2011,35.875,117.875,330.89
2012,35.875,118.125,330.89
2013,35.875,118.375,426.5
2014,35.875,118.625,426.5
2015,35.875,118.875,530.16
2016,35.875,119.125,330.89
2017,35.875,119.375,355.78
2018,35.875,119.625,411.31
2019,35.875,119.875,411.31
2020,35.875,127.125,1955.86
2021,35.875,128.625,3895.39
2022,35.875,128.875,635.55
2023,35.875,136.125,396.67
2024,35.875,138.625,475.52
2025,35.875,139.375,1819.04
2026,35.875,139.625,7481.97
2027,35.875,139.875,3895.39
2028,35.875,140.125,1312.53
2029,35.875,140.375,368.92
2030,35.875,140.625,511.28
2031,35.625,-120.625,256.71
2032,35.625,-88.875,530.16
2033,35.625,-5.875,913.33
2034,35.625,-0.875,635.55
2035,35.625,-0.625,635.55
2036,35.625,-0.375,635.55
2037,35.625,10.625,442.25
2038,35.625,10.875,442.25
2039,35.625,35.875,493.08
2040,35.625,36.125,493.08
2041,35.625,36.375,382.54
2042,35.625,50.875,849.44
2043,35.625,51.125,947.06
2044,35.625,51.375,10000.0
2045,35.625,72.125,286.22
2046,35.625,102.875,296.78
2047,35.625,103.125,1220.71
2048,35.625,106.625,266.19
2049,35.625,106.875,266.19
2050,35.625,107.625,330.89
2051,35.625,110.625,708.59
2052,35.625,110.875,511.28
2053,35.625,111.125,570.04
2054,35.625,111.375,761.89
2055,35.625,112.625,276.02
2056,35.625,112.875,1135.32
2057,35.625,113.625,458.58
2058,35.625,113.875,458.58
2059,35.625,114.125,426.5
2060,35.625,114.375,612.92
2061,35.625,114.625,683.35
2062,35.625,114.875,683.35
2063,35.625,115.125,913.33
2064,35.625,115.375,790.02
2065,35.625,115.625,683.35
2066,35.625,115.875,635.55
2067,35.625,116.125,761.89
2068,35.625,116.375,790.02
2069,35.625,116.625,1094.89
2070,35.625,116.875,849.44
2071,35.625,117.125,708.59
2072,35.625,117.375,493.08
2073,35.625,117.625,591.09
2074,35.625,117.875,530.16
2075,35.625,118.125,330.89
2076,35.625,118.375,493.08
2077,35.625,118.625,493.08
2078,35.625,118.875,530.16
2079,35.625,119.125,511.28
2080,35.625,119.375,493.08
2081,35.625,119.625,530.16
2082,35.625,119.875,411.31
2083,35.625,126.875,426.5
2084,35.625,129.125,256.71
2085,35.625,129.375,761.89
2086,35.625,138.625,1177.24
2087,35.625,139.375,3493.87
2088,35.625,139.625,10000.0
2089,35.625,139.875,10000.0
2090,35.625,140.125,2914.52
2091,35.625,140.375,458.58
2092,35.375,-94.375,355.78
2093,35.375,-80.875,266.19
2094,35.375,-80.625,266.19
2095,35.375,36.125,493.08
2096,35.375,36.375,382.54
2097,35.375,36.625,382.54
2098,35.375,36.875,382.54
2099,35.375,37.125,330.89
2100,35.375,37.375,382.54
2101,35.375,37.625,382.54
2102,35.375,37.875,382.54
2103,35.375,38.125,382.54
2104,35.375,51.125,276.02
2105,35.375,51.375,276.02
2106,35.375,51.625,296.78
2107,35.375,51.875,296.78
2108,35.375,71.875,286.22
2109,35.375,72.125,286.22
2110,35.375,106.125,266.19
2111,35.375,107.875,256.71
2112,35.375,108.125,256.71
2113,35.375,109.375,296.78
2114,35.375,109.625,296.78
2115,35.375,109.875,355.78
2116,35.375,110.125,355.78
2117,35.375,110.375,411.31
2118,35.375,110.625,396.67
2119,35.375,110.875,426.5
2120,35.375,111.125,256.71
2121,35.375,111.375,296.78
2122,35.375,112.125,296.78
2123,35.375,112.625,296.78
2124,35.375,112.875,426.5
2125,35.375,113.125,2521.01
2126,35.375,113.375,1886.21
2127,35.375,113.625,819.19
2128,35.375,113.875,2614.1
2129,35.375,114.125,493.08
2130,35.375,114.375,493.08
2131,35.375,114.625,790.02
2132,35.375,114.875,790.02
2133,35.375,115.125,530.16
2134,35.375,115.375,913.33
2135,35.375,115.625,913.33
2136,35.375,115.875,659.02
2137,35.375,116.125,659.02
2138,35.375,116.375,761.89
2139,35.375,116.625,1135.32
2140,35.375,116.875,659.02
2141,35.375,117.125,659.02
2142,35.375,117.375,734.75
2143,35.375,117.625,591.09
2144,35.375,117.875,511.28
2145,35.375,118.125,511.28
2146,35.375,118.375,1177.24
2147,35.375,118.625,549.74
2148,35.375,118.875,549.74
2149,35.375,119.125,549.74
2150,35.375,119.375,570.04
2151,35.375,128.625,1220.71
2152,35.375,128.875,761.89
2153,35.375,129.125,396.67
2154,35.375,132.875,368.92
2155,35.375,136.375,286.22
2156,35.375,136.625,1573.44
2157,35.375,136.875,2810.73
2158,35.375,137.125,1055.9
2159,35.375,138.125,368.92
2160,35.375,138.625,382.54
2161,35.375,139.125,790.02
2162,35.375,139.375,3756.67
2163,35.375,139.875,276.02
2164,35.375,140.125,761.89
2165,35.375,140.375,411.31
2166,35.125,-120.625,426.5
2167,35.125,-106.625,913.33
2168,35.125,-101.875,570.04
2169,35.125,-90.125,493.08
2170,35.125,-89.875,549.74
2171,35.125,-84.875,570.04
2172,35.125,-80.875,1265.79
2173,35.125,-80.625,266.19
2174,35.125,-78.875,256.71
2175,35.125,33.375,2102.98
2176,35.125,36.125,511.28
2177,35.125,36.375,382.54
2178,35.125,36.625,382.54
2179,35.125,36.875,382.54
2180,35.125,37.125,382.54
2181,35.125,37.375,382.54
2182,35.125,37.625,382.54
2183,35.125,37.875,382.54
2184,35.125,38.125,382.54
2185,35.125,51.625,296.78
2186,35.125,51.875,296.78
2187,35.125,69.125,411.31
2188,35.125,69.375,708.59
2189,35.125,71.625,256.71
2190,35.125,71.875,286.22
2191,35.125,72.125,286.22
2192,35.125,73.875,266.19
2193,35.125,105.375,266.19
2194,35.125,105.625,343.11
2195,35.125,105.875,343.11
2196,35.125,106.125,256.71
2197,35.125,106.375,256.71
2198,35.125,107.875,256.71
2199,35.125,108.125,256.71
2200,35.125,109.125,530.16
2201,35.125,109.375,612.92
2202,35.125,109.625,493.08
2203,35.125,109.875,382.54
2204,35.125,110.125,355.78
2205,35.125,110.375,355.78
2206,35.125,110.625,411.31
2207,35.125,110.875,442.25
2208,35.125,111.125,256.71
2209,35.125,111.375,256.71
2210,35.125,111.875,256.71
2211,35.125,112.125,319.11
2212,35.125,112.375,319.11
2213,35.125,112.625,319.11
2214,35.125,112.875,761.89
2215,35.125,113.125,790.02
2216,35.125,113.375,913.33
2217,35.125,113.625,570.04
2218,35.125,113.875,493.08
2219,35.125,114.125,493.08
2220,35.125,114.375,549.74
2221,35.125,114.625,549.74
2222,35.125,114.875,530.16
2223,35.125,115.125,549.74
2224,35.125,115.375,659.02
2225,35.125,115.625,708.59
2226,35.125,115.875,591.09
2227,35.125,116.125,635.55
2228,35.125,116.375,635.55
2229,35.125,116.625,612.92
2230,35.125,116.875,426.5
2231,35.125,117.125,734.75
2232,35.125,117.375,734.75
2233,35.125,117.625,819.19
2234,35.125,117.875,591.09
2235,35.125,118.125,1177.24
2236,35.125,118.375,1177.24
2237,35.125,118.625,570.04
2238,35.125,118.875,570.04
2239,35.125,119.125,659.02
2240,35.125,126.625,343.11
2241,35.125,126.875,4503.43
2242,35.125,128.125,475.52
2243,35.125,128.375,493.08
2244,35.125,128.625,1631.54
2245,35.125,128.875,549.74
2246,35.125,135.875,819.19
2247,35.125,136.125,591.09
2248,35.125,136.625,256.71
2249,35.125,136.875,6958.56
2250,35.125,137.125,1220.71
2251,35.125,138.375,396.67
2252,35.125,138.625,1094.89
2253,35.125,138.875,1312.53
2254,35.125,139.625,1573.44
2255,34.875,-118.125,296.78
2256,34.875,-92.125,276.02
2257,34.875,-82.375,1055.9
2258,34.875,36.125,511.28
2259,34.875,69.125,734.75
2260,34.875,71.625,286.22
2261,34.875,71.875,286.22
2262,34.875,72.125,276.02
2263,34.875,73.625,266.19
2264,34.875,73.875,266.19
2265,34.875,105.125,411.31
2266,34.875,105.375,411.31
2267,34.875,105.625,266.19
2268,34.875,108.125,266.19
2269,34.875,108.375,458.58
2270,34.875,108.875,659.02
2271,34.875,109.125,612.92
2272,34.875,109.375,612.92
2273,34.875,109.625,734.75
2274,34.875,109.875,426.5
2275,34.875,110.125,426.5
2276,34.875,110.375,343.11
2277,34.875,110.625,355.78
2278,34.875,110.875,355.78
2279,34.875,111.125,1177.24
2280,34.875,111.375,256.71
2281,34.875,111.625,256.71
2282,34.875,111.875,368.92
2283,34.875,112.125,426.5
2284,34.875,112.375,591.09
2285,34.875,112.625,880.81
2286,34.875,112.875,913.33
2287,34.875,113.125,734.75
2288,34.875,113.375,635.55
2289,34.875,113.625,2710.63
2290,34.875,113.875,493.08
2291,34.875,114.125,458.58
2292,34.875,114.375,2344.65
2293,34.875,114.625,530.16
2294,34.875,114.875,761.89
2295,34.875,115.125,761.89
2296,34.875,115.375,734.75
2297,34.875,115.625,635.55
2298,34.875,115.875,635.55
2299,34.875,116.125,635.55
2300,34.875,116.375,635.55
2301,34.875,116.625,819.19
2302,34.875,116.875,982.03
2303,34.875,117.125,426.5
2304,34.875,117.375,880.81
2305,34.875,117.625,880.81
2306,34.875,117.875,635.55
2307,34.875,118.125,635.55
2308,34.875,118.375,761.89
2309,34.875,118.625,591.09
2310,34.875,118.875,612.92
2311,34.875,119.125,659.02
2312,34.875,128.625,426.5
2313,34.875,134.625,1691.79
2314,34.875,134.875,982.03
2315,34.875,135.125,426.5
2316,34.875,135.375,2028.09
2317,34.875,135.625,3756.67
2318,34.875,135.875,475.52
2319,34.875,136.875,1018.3
2320,34.875,137.125,612.92
2321,34.875,137.375,1754.26
2322,34.875,137.875,256.71
2323,34.875,138.125,530.16
2324,34.625,-118.125,530.16
2325,34.625,-92.375,683.35
2326,34.625,-77.375,266.19
2327,34.625,-2.125,330.89
2328,34.625,-1.875,319.11
2329,34.625,36.375,296.78
2330,34.625,71.875,426.5
2331,34.625,72.375,319.11
2332,34.625,72.625,355.78
2333,34.625,72.875,266.19
2334,34.625,73.125,266.19
2335,34.625,73.375,266.19
2336,34.625,73.625,266.19
2337,34.625,74.375,307.74
2338,34.625,107.375,396.67
2339,34.625,107.625,549.74
2340,34.625,107.875,570.04
2341,34.625,108.125,442.25
2342,34.625,108.375,442.25
2343,34.625,108.625,458.58
2344,34.625,108.875,612.92
2345,34.625,109.125,1517.41
2346,34.625,109.375,2521.01
2347,34.625,109.625,343.11
2348,34.625,109.875,330.89
2349,34.625,110.125,368.92
2350,34.625,110.375,355.78
2351,34.625,111.875,396.67
2352,34.625,112.125,396.67
2353,34.625,112.375,396.67
2354,34.625,112.625,913.33
2355,34.625,112.875,913.33
2356,34.625,113.125,511.28
2357,34.625,113.375,880.81
2358,34.625,113.625,819.19
2359,34.625,113.875,458.58
2360,34.625,114.125,612.92
2361,34.625,114.375,570.04
2362,34.625,114.625,947.06
2363,34.625,114.875,982.03
2364,34.625,115.125,708.59
2365,34.625,115.375,708.59
2366,34.625,115.625,849.44
2367,34.625,115.875,708.59
2368,34.625,116.125,659.02
2369,34.625,116.375,683.35
2370,34.625,116.625,819.19
2371,34.625,116.875,982.03
2372,34.625,117.125,511.28
2373,34.625,117.375,411.31
2374,34.625,117.625,880.81
2375,34.625,117.875,790.02
2376,34.625,118.125,761.89
2377,34.625,118.375,761.89
2378,34.625,118.625,493.08
2379,34.625,118.875,493.08
2380,34.625,119.125,1819.04
2381,34.625,119.375,612.92
2382,34.625,133.375,1018.3
2383,34.625,133.625,368.92
2384,34.625,133.875,1220.71
2385,34.625,135.625,6958.56
2386,34.625,135.875,1631.54
2387,34.625,136.125,570.04
2388,34.625,137.125,256.71
2389,34.625,138.125,475.52
2390,34.375,-83.875,266.19
2391,34.375,35.875,330.89
2392,34.375,36.125,266.19
2393,34.375,62.125,3369.45
2394,34.375,70.125,355.78
2395,34.375,70.375,319.11
2396,34.375,71.625,1220.71
2397,34.375,71.875,1094.89
2398,34.375,72.125,1094.89
2399,34.375,72.375,1018.3
2400,34.375,72.625,355.78
2401,34.375,72.875,319.11
2402,34.375,73.125,266.19
2403,34.375,73.375,659.02
2404,34.375,74.625,493.08
2405,34.375,107.125,1411.26
2406,34.375,107.625,549.74
2407,34.375,107.875,511.28
2408,34.375,108.125,880.81
2409,34.375,108.375,1265.79
2410,34.375,108.625,1819.04
2411,34.375,108.875,2521.01
2412,34.375,109.125,1754.26
2413,34.375,109.375,256.71
2414,34.375,109.625,708.59
2415,34.375,109.875,256.71
2416,34.375,112.375,683.35
2417,34.375,112.625,612.92
2418,34.375,112.875,612.92
2419,34.375,113.125,761.89
2420,34.375,113.375,761.89
2421,34.375,113.625,982.03
2422,34.375,113.875,982.03
2423,34.375,114.125,612.92
2424,34.375,114.375,549.74
2425,34.375,114.625,659.02
2426,34.375,114.875,734.75
2427,34.375,115.125,849.44
2428,34.375,115.375,849.44
2429,34.375,115.625,913.33
2430,34.375,115.875,708.59
2431,34.375,116.125,708.59
2432,34.375,116.375,683.35
2433,34.375,116.625,570.04
2434,34.375,116.875,570.04
2435,34.375,117.125,10000.0
2436,34.375,117.375,382.54
2437,34.375,117.625,683.35
2438,34.375,117.875,790.02
2439,34.375,118.125,612.92
2440,34.375,118.375,612.92
2441,34.375,118.625,790.02
2442,34.375,118.875,790.02
2443,34.375,119.125,612.92
2444,34.375,119.375,612.92
2445,34.375,119.625,635.55
2446,34.375,119.875,493.08
2447,34.375,126.625,570.04
2448,34.375,131.375,256.71
2449,34.375,132.625,530.16
2450,34.375,133.125,591.09
2451,34.375,134.125,849.44
2452,34.375,134.875,307.74
2453,34.375,135.375,1886.21
2454,34.375,135.625,493.08
2455,34.375,136.875,256.71
2456,34.125,-119.125,530.16
2457,34.125,-118.875,442.25
2458,34.125,-118.625,511.28
2459,34.125,-118.375,2521.01
2460,34.125,-118.125,3369.45
2461,34.125,-117.875,1177.24
2462,34.125,-117.625,913.33
2463,34.125,-117.375,1177.24
2464,34.125,-97.125,276.02
2465,34.125,-80.875,426.5
2466,34.125,-77.875,411.31
2467,34.125,-6.625,355.78
2468,34.125,-5.875,382.54
2469,34.125,-5.375,530.16
2470,34.125,-5.125,612.92
2471,34.125,-4.875,612.92
2472,34.125,71.625,1819.04
2473,34.125,71.875,1220.71
2474,34.125,72.125,1094.89
2475,34.125,72.375,982.03
2476,34.125,72.625,982.03
2477,34.125,72.875,591.09
2478,34.125,73.125,659.02
2479,34.125,73.375,659.02
2480,34.125,74.375,659.02
2481,34.125,74.625,1018.3
2482,34.125,74.875,1691.79
2483,34.125,107.875,343.11
2484,34.125,108.625,442.25
2485,34.125,108.875,530.16
2486,34.125,109.125,343.11
2487,34.125,109.375,256.71
2488,34.125,112.375,307.74
2489,34.125,112.625,612.92
2490,34.125,112.875,612.92
2491,34.125,113.125,761.89
2492,34.125,113.375,761.89
2493,34.125,113.625,734.75
2494,34.125,113.875,2102.98
2495,34.125,114.125,511.28
2496,34.125,114.375,530.16
2497,34.125,114.625,734.75
2498,34.125,114.875,734.75
2499,34.125,115.125,819.19
2500,34.125,115.375,819.19
2501,34.125,115.625,734.75
2502,34.125,115.875,708.59
2503,34.125,116.125,659.02
2504,34.125,116.375,659.02
2505,34.125,116.625,570.04
2506,34.125,116.875,570.04
2507,34.125,117.125,591.09
2508,34.125,117.375,493.08
2509,34.125,117.625,683.35
2510,34.125,117.875,683.35
2511,34.125,118.125,708.59
2512,34.125,118.375,947.06
2513,34.125,118.625,790.02
2514,34.125,118.875,790.02
2515,34.125,119.125,683.35
2516,34.125,119.375,708.59
2517,34.125,119.625,493.08
2518,34.125,119.875,635.55
2519,34.125,120.125,591.09
2520,34.125,131.375,330.89
2521,34.125,131.625,343.11
2522,34.125,131.875,296.78
2523,34.125,132.125,475.52
2524,34.125,133.625,880.81
2525,33.875,-118.375,3369.45
2526,33.875,-118.125,3493.87
2527,33.875,-117.875,1955.86
2528,33.875,-117.625,591.09
2529,33.875,-117.375,276.02
2530,33.875,-84.625,570.04
2531,33.875,-84.375,1573.44
2532,33.875,-84.125,790.02
2533,33.875,-6.875,411.31
2534,33.875,-6.625,913.33
2535,33.875,35.625,2344.65
2536,33.875,35.875,382.54
2537,33.875,48.875,256.71
2538,33.875,71.625,1886.21
2539,33.875,71.875,591.09
2540,33.875,72.125,591.09
2541,33.875,72.875,635.55
2542,33.875,73.125,1055.9
2543,33.875,73.375,790.02
2544,33.875,74.125,266.19
2545,33.875,74.375,266.19
2546,33.875,74.625,442.25
2547,33.875,74.875,790.02
2548,33.875,75.125,368.92
2549,33.875,112.375,355.78
2550,33.875,112.625,355.78
2551,33.875,112.875,355.78
2552,33.875,113.125,2261.16
2553,33.875,113.375,2180.63
2554,33.875,113.625,659.02
2555,33.875,113.875,819.19
2556,33.875,114.125,708.59
2557,33.875,114.375,708.59
2558,33.875,114.625,734.75
2559,33.875,114.875,819.19
2560,33.875,115.125,790.02
2561,33.875,115.375,849.44
2562,33.875,115.625,612.92
2563,33.875,115.875,612.92
2564,33.875,116.125,659.02
2565,33.875,116.375,635.55
2566,33.875,116.625,549.74
2567,33.875,116.875,549.74
2568,33.875,117.125,591.09
2569,33.875,117.375,570.04
2570,33.875,117.625,511.28
2571,33.875,117.875,683.35
2572,33.875,118.125,683.35
2573,33.875,118.375,790.02
2574,33.875,118.625,790.02
2575,33.875,118.875,734.75
2576,33.875,119.125,635.55
2577,33.875,119.375,635.55
2578,33.875,119.625,659.02
2579,33.875,119.875,659.02
2580,33.875,120.125,426.5
2581,33.875,120.375,426.5
2582,33.875,130.625,790.02
2583,33.875,130.875,3249.46
2584,33.875,132.875,1631.54
2585,33.875,133.125,256.71
2586,33.625,-117.875,1361.0
2587,33.625,-117.625,1819.04
2588,33.625,-112.375,708.59
2589,33.625,-112.125,2028.09
2590,33.625,-97.125,319.11
2591,33.625,-96.625,426.5
2592,33.625,-86.625,591.09
2593,33.625,-85.875,411.31
2594,33.625,-84.375,849.44
2595,33.625,-84.125,256.71
2596,33.625,-7.375,511.28
2597,33.625,-6.875,411.31
2598,33.625,35.625,319.11
2599,33.625,44.125,1463.37
2600,33.625,44.375,1463.37
2601,33.625,72.875,849.44
2602,33.625,73.125,1055.9
2603,33.625,73.375,790.02
2604,33.625,74.625,368.92
2605,33.625,74.875,591.09
2606,33.625,75.125,382.54
2607,33.625,75.375,368.92
2608,33.625,112.875,343.11
2609,33.625,113.125,659.02
2610,33.625,113.375,659.02
2611,33.625,113.625,530.16
2612,33.625,113.875,761.89
2613,33.625,114.125,761.89
2614,33.625,114.375,880.81
2615,33.625,114.625,1055.9
2616,33.625,114.875,819.19
2617,33.625,115.125,819.19
2618,33.625,115.375,790.02
2619,33.625,115.625,635.55
2620,33.625,115.875,612.92
2621,33.625,116.125,635.55
2622,33.625,116.375,635.55
2623,33.625,116.625,549.74
2624,33.625,116.875,549.74
2625,33.625,117.125,591.09
2626,33.625,117.375,511.28
2627,33.625,117.625,458.58
2628,33.625,117.875,442.25
2629,33.625,118.125,530.16
2630,33.625,118.375,530.16
2631,33.625,118.625,790.02
2632,33.625,118.875,734.75
2633,33.625,119.125,790.02
2634,33.625,119.375,790.02
2635,33.625,119.625,659.02
2636,33.625,119.875,708.59
2637,33.625,120.125,426.5
2638,33.625,120.375,426.5
2639,33.625,130.625,1055.9
2640,33.625,130.875,343.11
2641,33.625,133.625,368.92
2642,33.375,-111.875,2180.63
2643,33.375,-111.625,511.28
2644,33.375,-86.875,382.54
2645,33.375,35.375,442.25
2646,33.375,44.125,1463.37
2647,33.375,44.375,1463.37
2648,33.375,44.625,1463.37
2649,33.375,44.875,1463.37
2650,33.375,72.875,790.02
2651,33.375,73.125,790.02
2652,33.375,73.375,790.02
2653,33.375,75.375,296.78
2654,33.375,112.125,549.74
2655,33.375,112.875,343.11
2656,33.375,113.125,343.11
2657,33.375,113.375,382.54
2658,33.375,113.625,591.09
2659,33.375,113.875,426.5
2660,33.375,114.125,819.19
2661,33.375,114.375,819.19
2662,33.375,114.625,819.19
2663,33.375,114.875,1055.9
2664,33.375,115.125,947.06
2665,33.375,115.375,849.44
2666,33.375,115.625,790.02
2667,33.375,115.875,708.59
2668,33.375,116.125,635.55
2669,33.375,116.375,635.55
2670,33.375,116.625,530.16
2671,33.375,116.875,511.28
2672,33.375,117.125,511.28
2673,33.375,117.375,442.25
2674,33.375,117.625,411.31
2675,33.375,117.875,411.31
2676,33.375,118.125,530.16
2677,33.375,118.375,343.11
2678,33.375,118.625,276.02
2679,33.375,118.875,591.09
2680,33.375,119.125,570.04
2681,33.375,119.375,570.04
2682,33.375,119.625,570.04
2683,33.375,119.875,790.02
2684,33.375,120.125,790.02
2685,33.375,120.375,442.25
2686,33.375,130.375,411.31
2687,33.375,130.625,659.02
2688,33.125,-117.125,947.06
2689,33.125,-97.125,330.89
2690,33.125,-96.875,475.52
2691,33.125,-96.625,266.19
2692,33.125,-96.125,286.22
2693,33.125,35.625,659.02
2694,33.125,44.125,1463.37
2695,33.125,44.375,1463.37
2696,33.125,44.625,1463.37
2697,33.125,44.875,266.19
2698,33.125,73.125,790.02
2699,33.125,73.375,612.92
2700,33.125,107.125,591.09
2701,33.125,112.125,549.74
2702,33.125,112.375,549.74
2703,33.125,112.625,849.44
2704,33.125,112.875,530.16
2705,33.125,113.125,296.78
2706,33.125,113.375,296.78
2707,33.125,113.625,296.78
2708,33.125,113.875,411.31
2709,33.125,114.125,913.33
2710,33.125,114.375,475.52
2711,33.125,114.625,635.55
2712,33.125,114.875,635.55
2713,33.125,115.125,947.06
2714,33.125,115.375,913.33
2715,33.125,115.625,1018.3
2716,33.125,115.875,1018.3
